,District Name,School Name,Organization Type,Organization Code,Address,Town,Zipcode,Phone,PreKindergarten,Kindergarten,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Student Open Date,Interdistrict Magnet,Location,address_for_query,formatted_address,lat,lng
786,Wethersfield School District,Silas Deane Middle School,Public Schools,1595211,551 Silas Deane Hwy.,Wethersfield,06109-2216,860-571-8300,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1984-07-01T00:00:00.000,0.0,"551 Silas Deane Hwy.
Wethersfield, CT 06109-2216
(41.710346, -72.662915)","551 Silas Deane Hwy., Wethersfield, Connecticut, USA","551 Silas Deane Hwy, Wethersfield, CT 06109, USA",41.71006200000001,-72.66489200000001
787,Greenwich School District,New Lebanon School,Public Schools,570611,25 Mead Ave.,Greenwich,06830-6812,203-531-9139,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0.0,"25 Mead Ave.
Greenwich, CT 06830-6812
(41.001316, -73.656043)","25 Mead Ave., Greenwich, Connecticut, USA","25 Mead Ave, Greenwich, CT 06830, USA",41.0004851,-73.6551846
788,Colchester School District,Colchester School District,Public School Districts,280011,"127 Norwich Avenue, Suite 202",Colchester,06415,860-537-7267,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1996-07-01T00:00:00.000,0.0,"127 Norwich Avenue, Suite 202
Colchester, CT 06415
(41.574632, -72.327985)","127 Norwich Avenue, Suite 202, Colchester, Connecticut, USA","127 Norwich Ave #202, Colchester, CT 06415, USA",41.5759855,-72.3288196
789,Capitol Region Education Council,Civic Leadership High School,Regional Education Service Center Schools,2415214,1617 King Street,Enfield,06082,860-253-0274,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2008-08-28T00:00:00.000,1.0,"1617 King Street
Enfield, CT 06082
(41.948748, -72.602053)","1617 King Street, Enfield, Connecticut, USA","1617 King St, Enfield, CT 06082, USA",41.94810590000001,-72.5997781
790,New Haven School District,Columbus Family Academy,Public Schools,934111,255 Blatchley Ave.,New Haven,06513,475-220-2500,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1984-07-01T00:00:00.000,0.0,"255 Blatchley Ave.
New Haven, CT 06513
(41.309567, -72.89944)","255 Blatchley Ave., New Haven, Connecticut, USA","255 Blatchley Ave, New Haven, CT 06513, USA",41.3092757,-72.8986039
791,Windham School District,Natchaug School,Public Schools,1630111,123 Jackson St.,Willimantic,06226,860-465-2380,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0.0,"123 Jackson St.
Willimantic, CT 06226
(41.71402, -72.206895)","123 Jackson St., Willimantic, Connecticut, USA","123 Jackson St, Willimantic, CT 06226, USA",41.7137535,-72.2066293
792,Granby School District,Granby Memorial Middle School,Public Schools,565111,321 Salmon Brook St.,Granby,06035-1804,860-844-3029,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1984-07-01T00:00:00.000,0.0,"321 Salmon Brook St.
Granby, CT 06035-1804
(41.961472, -72.790264)","321 Salmon Brook St., Granby, Connecticut, USA","321 Salmon Brook St, Granby, CT 06035, USA",41.960893,-72.79186109999999
793,East Haven School District,Carbone School/East Haven Academy,Public Schools,441711,200 Tyler St.,East Haven,06512,203-468-3219,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1997-07-01T00:00:00.000,0.0,"200 Tyler St.
East Haven, CT 06512
(41.275341, -72.876088)","200 Tyler St., East Haven, Connecticut, USA","200 Tyler St, East Haven, CT 06512, USA",41.2751087,-72.875793
794,Ansonia School District,Mead School,Public Schools,20311,75 Ford St.,Ansonia,06401-2699,203-736-5090,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1984-07-01T00:00:00.000,0.0,"75 Ford St.
Ansonia, CT 06401-2699
(41.336769, -73.052247)","75 Ford St., Ansonia, Connecticut, USA","75 Ford St, Ansonia, CT 06401, USA",41.3376008,-73.05079169999999
795,Fairfield School District,Sherman School,Public Schools,511311,250 Fern St.,Fairfield,06824,203-255-8330,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0.0,"250 Fern St.
Fairfield, CT 06824
(41.139507, -73.245095)","250 Fern St., Fairfield, Connecticut, USA","250 Fern St, Fairfield, CT 06824, USA",41.1401245,-73.2460349
796,Tolland School District,Tolland High School,Public Schools,1426111,1 Eagle Hill,Tolland,06084-3323,860-870-6818,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1984-07-01T00:00:00.000,0.0,"1 Eagle Hill
Tolland, CT 06084-3323
(41.869531, -72.347193)","1 Eagle Hill, Tolland, Connecticut, USA","1 Eagle Hill, Tolland, CT 06084, USA",41.8719641,-72.3396673
797,Capitol Region Education Council,Capitol Region Education Council,Regional Education Service Center School Districts,2410014,111 Charter Oak Avenue,Hartford,06106,860-524-4063,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2000-07-01T00:00:00.000,0.0,"111 Charter Oak Avenue
Hartford, CT 06106
(41.758564, -72.668274)","111 Charter Oak Avenue, Hartford, Connecticut, USA","111 Charter Oak Ave, Hartford, CT 06106, USA",41.75821850000001,-72.6682409
798,Naugatuck School District,Andrew Avenue School,Public Schools,880811,140 Andrew Ave.,Naugatuck,06770-4303,203-720-5221,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0.0,"140 Andrew Ave.
Naugatuck, CT 06770-4303
(41.484235, -73.065884)","140 Andrew Ave., Naugatuck, Connecticut, USA","140 Andrew Ave, Naugatuck, CT 06770, USA",41.4830294,-73.0653385
799,Manchester School District,Illing Middle School,Public Schools,775311,227 Middle Tpke E,Manchester,06040-4261,860-647-3400,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1984-07-01T00:00:00.000,0.0,"227 Middle Tpke E
Manchester, CT 06040-4261
(41.783729, -72.513302)","227 Middle Tpke E, Manchester, Connecticut, USA","227 Middle Turnpike E, Manchester, CT 06040, USA",41.78595199999999,-72.5125334
800,Manchester School District,Buckley School,Public Schools,770311,250 Vernon St.,Manchester,06042-3473,860-647-3302,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0.0,"250 Vernon St.
Manchester, CT 06042-3473
(41.792874, -72.492667)","250 Vernon St., Manchester, Connecticut, USA","250 Vernon St, Manchester, CT 06042, USA",41.7932023,-72.4936457
801,East Windsor School District,East Windsor Middle School,Public Schools,475411,38 Main St.,Broad Brook,06016-9602,860-623-4488,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2000-07-01T00:00:00.000,0.0,"38 Main St.
Broad Brook, CT 06016-9602
(41.919896, -72.545928)","38 Main St., Broad Brook, Connecticut, USA","38 Main St, Broad Brook, CT 06016, USA",41.921805,-72.5464551
802,Bridgeport School District,James J. Curiale School,Public Schools,154211,300 Laurel Ave.,Bridgeport,06604-1103,203-576-8437,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1984-07-01T00:00:00.000,0.0,"300 Laurel Ave.
Bridgeport, CT 06604-1103
(41.175452, -73.204608)","300 Laurel Ave., Bridgeport, Connecticut, USA","300 Laurel Ave, Bridgeport, CT 06605, USA",41.1760395,-73.20470379999999
803,Norwich School District,John B. Stanton School,Public Schools,1041411,386 New London Tpke.,Norwich,06360-5337,860-823-4207,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0.0,"386 New London Tpke.
Norwich, CT 06360-5337
(41.522466, -72.103186)","386 New London Tpke., Norwich, Connecticut, USA","386 New London Turnpike, Norwich, CT 06360, USA",41.5223164,-72.101056
804,Waterbury School District,John F. Kennedy High School,Public Schools,1516411,422 Highland Ave.,Waterbury,06708-3443,203-574-8153,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1984-07-01T00:00:00.000,0.0,"422 Highland Ave.
Waterbury, CT 06708-3443
(41.545447, -73.05588)","422 Highland Ave., Waterbury, Connecticut, USA","422 Highland Ave, Waterbury, CT 06708, USA",41.5462154,-73.05786789999999
805,Danbury School District,King Street Primary School,Public Schools,341311,151 South King St.,Danbury,06811-3540,203-797-4744,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0.0,"151 South King St.
Danbury, CT 06811-3540
(41.423085, -73.501814)","151 South King St., Danbury, Connecticut, USA","151 S King St, Danbury, CT 06811, USA",41.425159,-73.50003389999999
806,Bloomfield School District,Wintonbury Early Childhood Magnet School,Public Schools,110811,44 Brown Street,Bloomfield,06002,860-769-5510,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-01T00:00:00.000,1.0,"44 Brown Street
Bloomfield, CT 06002
(41.838582, -72.746463)","44 Brown Street, Bloomfield, Connecticut, USA","44 Brown St, Bloomfield, CT 06002, USA",41.8379759,-72.746068
807,Norwich School District,Moriarty Magnet School,Public Schools,1042011,20 Lawlor Ln.,Norwich,06360-1750,860-823-4206,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0.0,"20 Lawlor Ln.
Norwich, CT 06360-1750
(41.573504, -72.065589)","20 Lawlor Ln., Norwich, Connecticut, USA","20 Lawler Ln, Norwich, CT 06360, USA",41.5726774,-72.0661671
808,Milford School District,Calf Pen Meadow School,Public Schools,840111,395 Welch's Point Rd.,Milford,06460-7502,203-783-3521,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0.0,"395 Welch's Point Rd.
Milford, CT 06460-7502
(41.213494, -73.028583)","395 Welch's Point Rd., Milford, Connecticut, USA","395 Welchs Point Rd, Milford, CT 06460, USA",41.2129137,-73.02784969999999
809,Regional School District 15,Gainfield Elementary School,Regional Schools,2150412,307 Old Field Rd.,Southbury,06488,203-264-5312,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2002-07-01T00:00:00.000,0.0,"307 Old Field Rd.
Southbury, CT 06488
(41.479024, -73.222025)","307 Old Field Rd., Southbury, Connecticut, USA","307 Old Field Rd, Southbury, CT 06488, USA",41.47947,-73.2226263
810,Rocky Hill School District,West Hill School,Public Schools,1190511,95 Cronin Dr.,Rocky Hill,06067-1106,860-258-7761,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0.0,"95 Cronin Dr.
Rocky Hill, CT 06067-1106
(41.660759, -72.682227)","95 Cronin Dr., Rocky Hill, Connecticut, USA","95 Cronin Dr, Rocky Hill, CT 06067, USA",41.6633156,-72.6814509
811,Regional School District 04,Valley Regional High School,Regional Schools,2046112,256 Kelsey Hill Rd.,Deep River,06417-1699,860-526-5328,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2002-07-01T00:00:00.000,0.0,"256 Kelsey Hill Rd.
Deep River, CT 06417-1699
(41.368612, -72.448246)","256 Kelsey Hill Rd., Deep River, Connecticut, USA","256 Kelsey Hill Rd, Deep River, CT 06417, USA",41.3686044,-72.4474841
812,Monroe School District,Jockey Hollow School,Public Schools,855211,365 Fan Hill Rd.,Monroe,06468,203-452-2905,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1998-07-01T00:00:00.000,0.0,"365 Fan Hill Rd.
Monroe, CT 06468
(41.346321, -73.230565)","365 Fan Hill Rd., Monroe, Connecticut, USA","365 Fan Hill Rd, Monroe, CT 06468, USA",41.3437835,-73.2335014
813,Plainfield School District,Plainfield School District,Public School Districts,1090011,651 Norwich Road,Plainfield,06374,860-564-6403,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1996-07-01T00:00:00.000,0.0,"651 Norwich Road
Plainfield, CT 06374
(41.676078, -71.915427)","651 Norwich Road, Plainfield, Connecticut, USA","651 Norwich Rd, Plainfield, CT 06374, USA",41.6760587,-71.91637539999999
814,Madison School District,Dr. Robert H. Brown Intermediate School,Public Schools,760611,980 Durham Rd.,Madison,06443-1843,203-245-6400,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2004-07-01T00:00:00.000,0.0,"980 Durham Rd.
Madison, CT 06443-1843
(41.339183, -72.628366)","980 Durham Rd., Madison, Connecticut, USA","980 Durham Rd, Madison, CT 06443, USA",41.33993,-72.6244679
815,Unified School District #1,Robinson Correctional Institution,State Agency Facilities,3361315,"285 Shaker Rd, P.O. Box 1400",Enfield,06082,860-253-8392,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2000-07-01T00:00:00.000,0.0,"285 Shaker Rd, P.O. Box 1400
Enfield, CT 06082
(42.014366, -72.516488)","285 Shaker Rd, P.O. Box 1400, Enfield, Connecticut, USA","285 Shaker Rd, Enfield, CT 06082, USA",42.0156657,-72.51553969999999
816,Connecticut Technical Education and Career System,Eli Whitney Technical High School,CT Technical Education and Career Schools,9001416,100 Fairview Ave,Hamden,06514,203-397-4031,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2000-07-01T00:00:00.000,0.0,"100 Fairview Ave
Hamden, CT 06514
(41.341126, -72.941449)","100 Fairview Ave, Hamden, Connecticut, USA","100 Fairview Ave, Hamden, CT 06514, USA",41.342278,-72.9427223
817,Connecticut Technical Education and Career System,E. C. Goodwin Technical High School,CT Technical Education and Career Schools,9001916,735 Slater Rd.,New Britain,06053-2200,860-827-7736,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2000-07-01T00:00:00.000,0.0,"735 Slater Rd.
New Britain, CT 06053-2200
(41.687035, -72.807096)","735 Slater Rd., New Britain, Connecticut, USA","735 Slater Rd, New Britain, CT 06053, USA",41.6864463,-72.8036796
818,New London School District,Winthrop STEM Elementary Magnet School,Public Schools,950811,74 Grove Street,New London,06320,860-447-6070,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,1.0,"74 Grove Street
New London, CT 06320
(41.367993, -72.099083)","74 Grove Street, New London, Connecticut, USA","74 Grove St, New London, CT 06320, USA",41.3687213,-72.09968049999999
819,Danbury School District,Morris Street School,Public Schools,340611,28 Morris St.,Danbury,06810,203-797-4809,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0.0,"28 Morris St.
Danbury, CT 06810
(41.394919, -73.465038)","28 Morris St., Danbury, Connecticut, USA","28 Morris St, Danbury, CT 06810, USA",41.3948142,-73.46498439999999
820,New Fairfield School District,Meeting House Hill School,Public Schools,910211,24 Gillotti Rd.,New Fairfield,06812-2525,203-312-5905,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1997-07-01T00:00:00.000,0.0,"24 Gillotti Rd.
New Fairfield, CT 06812-2525
(41.461249, -73.498221)","24 Gillotti Rd., New Fairfield, Connecticut, USA","24 Gillotti Rd, New Fairfield, CT 06812, USA",41.4625276,-73.49820810000001
821,West Hartford School District,Duffy School,Public Schools,1550611,95 Westminster St.,West Hartford,06107-3353,860-521-0110,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0.0,"95 Westminster St.
West Hartford, CT 06107-3353
(41.746724, -72.752546)","95 Westminster St., West Hartford, Connecticut, USA","95 Westminster Dr, West Hartford, CT 06107, USA",41.74728899999999,-72.752287
822,Stamford School District,Rogers International School,Public Schools,1350811,202 Blachley Road,Stamford,06902,203-977-4560,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1984-07-01T00:00:00.000,1.0,"202 Blachley Road
Stamford, CT 06902
(41.052979, -73.514652)","202 Blachley Road, Stamford, Connecticut, USA","202 Blachley Rd, Stamford, CT 06902, USA",41.052721,-73.5135992
823,Plainfield School District,Plainfield High School,Public Schools,1096111,"105 Putnam Road, P.O. Box 218",Central Village,06332,860-564-6417,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1984-07-01T00:00:00.000,0.0,"105 Putnam Road, P.O. Box 218
Central Village, CT 06332
(41.728051, -71.905319)","105 Putnam Road, P.O. Box 218, Central Village, Connecticut, USA","105 Putnam Rd, Central Village, CT 06332, USA",41.7312798,-71.90536829999999
824,Old Saybrook School District,Old Saybrook Middle School,Public Schools,1065211,60 Sheffield St.,Old Saybrook,06475-2307,860-395-3168,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1990-07-01T00:00:00.000,0.0,"60 Sheffield St.
Old Saybrook, CT 06475-2307
(41.290123, -72.37107)","60 Sheffield St., Old Saybrook, Connecticut, USA","60 Sheffield St, Old Saybrook, CT 06475, USA",41.288991,-72.371301
825,New Haven School District,Nathan Hale School,Public Schools,931411,480 Townsend Ave.,New Haven,06512-3964,475-220-4200,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1984-07-01T00:00:00.000,0.0,"480 Townsend Ave.
New Haven, CT 06512-3964
(41.269756, -72.896859)","480 Townsend Ave., New Haven, Connecticut, USA","480 Townsend Ave, New Haven, CT 06512, USA",41.269836,-72.897509
826,Waterford School District,Quaker Hill Elementary School,Public Schools,1520711,285 Bloomingdale Rd.,Quaker Hill,06375,860-442-1095,0,1,1,1,1,1,1,0,0,0,0,0,0,0,2008-07-15T00:00:00.000,0.0,"285 Bloomingdale Rd.
Quaker Hill, CT 06375
(41.401808, -72.115762)","285 Bloomingdale Rd., Quaker Hill, Connecticut, USA","285 Bloomingdale Rd, Quaker Hill, CT 06375, USA",41.40171369999999,-72.11338099999999
827,Hartford School District,STEM Magnet at Annie Fisher School,Public Schools,642511,280 Plainfield Street,Hartford,06112,860-695-3500,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1984-07-01T00:00:00.000,1.0,"280 Plainfield Street
Hartford, CT 06112
(41.791455, -72.70817)","280 Plainfield Street, Hartford, Connecticut, USA","280 Plainfield St, Hartford, CT 06112, USA",41.7923256,-72.70814589999999
828,Enfield School District,Henry Barnard School,Public Schools,491811,27 Shaker Rd.,Enfield,06082-3199,860-253-6540,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0.0,"27 Shaker Rd.
Enfield, CT 06082-3199
(42.002479, -72.563109)","27 Shaker Rd., Enfield, Connecticut, USA","27 Shaker Rd, Enfield, CT 06082, USA",42.004159,-72.56346049999999
829,Eastern Connecticut Regional Educational Service Center (EASTCONN),Arts at the Capitol Theater Magnet School (ACT),Regional Education Service Center Schools,2536014,896 Main Street,Willimantic,06226,860-465-5636,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2007-09-04T00:00:00.000,1.0,"896 Main Street
Willimantic, CT 06226
(41.712609, -72.216012)","896 Main Street, Willimantic, Connecticut, USA","896 Main St, Willimantic, CT 06226, USA",41.7123364,-72.21615179999999
830,Norwalk School District,Norwalk High School,Public Schools,1036111,23 Calvin Murphy Street,Norwalk,06851-5597,203-838-4481,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1984-07-01T00:00:00.000,0.0,"23 Calvin Murphy Street
Norwalk, CT 06851-5597
(41.122649, -73.388081)","23 Calvin Murphy Street, Norwalk, Connecticut, USA","23 Calvin Murphy Dr, Norwalk, CT 06851, USA",41.1222631,-73.389911
831,East Hartford School District,Joseph O. Goodwin School,Public Schools,430411,1235 Forbes St.,East Hartford,06118-2803,860-622-5420,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0.0,"1235 Forbes St.
East Hartford, CT 06118-2803
(41.739258, -72.605054)","1235 Forbes St., East Hartford, Connecticut, USA","1235 Forbes St, East Hartford, CT 06118, USA",41.739268,-72.6067546
832,Monroe School District,Monroe Elementary School,Public Schools,850111,375 Monroe Tpke.,Monroe,06468,203-452-2870,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0.0,"375 Monroe Tpke.
Monroe, CT 06468
(41.309178, -73.221818)","375 Monroe Tpke., Monroe, Connecticut, USA","375 Monroe Turnpike, Monroe, CT 06468, USA",41.3092437,-73.222488
833,Canterbury School District,Canterbury Elementary School,Public Schools,220211,67 Kitt Rd.,Canterbury,06331-1122,860-546-6744,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1990-07-01T00:00:00.000,0.0,"67 Kitt Rd.
Canterbury, CT 06331-1122
(41.704415, -71.988237)","67 Kitt Rd., Canterbury, Connecticut, USA","67 Kitt Rd, Canterbury, CT 06331, USA",41.7028227,-71.9841746
834,Stamford School District,"The Academy of Information, Technology & Engineering",Public Schools,1356411,411 High Ridge Road,Stamford,06905,203-977-4336,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2003-07-01T00:00:00.000,1.0,"411 High Ridge Road
Stamford, CT 06905
(41.085501, -73.54908)","411 High Ridge Road, Stamford, Connecticut, USA","411 High Ridge Rd, Stamford, CT 06905, USA",41.0846124,-73.5463403
835,Regional School District 15,Memorial Middle School,Regional Schools,2155212,1 Memorial Dr,Middlebury,06762,203-758-2496,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2002-07-01T00:00:00.000,0.0,,"1 Memorial Dr, Middlebury, Connecticut, USA","Memorial Dr, Middlebury, CT 06762, USA",41.5426173,-73.0945377
836,Sherman School District,Sherman School,Public Schools,1270111,2 Route 37 East,Sherman,06784-1422,860-355-3793,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1984-07-01T00:00:00.000,0.0,"2 Route 37 East
Sherman, CT 06784-1422
(41.579093, -73.496179)","2 Route 37 East, Sherman, Connecticut, USA","2 CT-37, Sherman, CT 06784, USA",41.5782318,-73.49600070000001
837,North Canaan School District,North Canaan Elementary School,Public Schools,1000111,"90 Pease Street, P.O. Box 758",North Canaan,06018-2026,860-824-5149,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1984-07-01T00:00:00.000,0.0,"90 Pease Street, P.O. Box 758
North Canaan, CT 06018-2026
(42.032442, -73.330595)","90 Pease Street, P.O. Box 758, North Canaan, Connecticut, USA","90 Pease St, Canaan, CT 06018, USA",42.0325304,-73.3318232
838,New Britain School District,Smalley Elementary School,Public Schools,891211,175 West St.,New Britain,06051-1415,860-225-8647,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0.0,"175 West St.
New Britain, CT 06051-1415
(41.677616, -72.771423)","175 West St., New Britain, Connecticut, USA","175 West St, New Britain, CT 06051, USA",41.676933,-72.7716204
839,Westbrook School District,Westbrook High School,Public Schools,1546111,156 McVeagh Rd.,Westbrook,06498,860-399-6214,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1984-07-01T00:00:00.000,0.0,"156 McVeagh Rd.
Westbrook, CT 06498
(41.298097, -72.456267)","156 McVeagh Rd., Westbrook, Connecticut, USA","156 McVeagh Rd, Westbrook, CT 06498, USA",41.2981219,-72.4535418
